"","Phenotype","Population","Parent population","Filename","Center","Sample","Replicate","Cell count","Parent Cell count","Population #"
"515","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","4434","24533","9"
"516","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","607","24533","10"
"517","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","375","24533","11"
"518","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","13011","18779","12"
"519","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","5016","18779","13"
"520","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","511","18779","14"
"521","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","241","18779","15"
"522","CD4+CD38-DR-","38-DR-","CD4+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","13316","24533","16"
"523","CD4+CD38+DR-","38+DR-","CD4+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","9954","24533","17"
"524","CD4+CD38-DR+","38-DR+","CD4+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","881","24533","18"
"525","CD4+CD38+DR+","38+DR+","CD4+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","382","24533","19"
"526","CD8+CD38-DR-","38-DR-","CD8+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","7417","18779","20"
"527","CD8+CD38+DR-","38+DR-","CD8+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","10321","18779","21"
"528","CD8+CD38-DR+","38-DR+","CD8+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","325","18779","22"
"529","CD8+CD38+DR+","38+DR+","CD8+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","716","18779","23"
"530","","All cells","","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","143660","","1"
"531","","Lymphocytes","All cells","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","60007","143660","2"
"532","","Singlets","Lymphocytes","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","58040","60007","3"
"533","","Live","Singlets","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","55138","58040","4"
"534","CD3+","CD3+","Live","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","47197","55138","5"
"535","CD4+CD8-","CD4+","CD3+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","23795","47197","6"
"536","CD4-CD8+","CD8+","CD3+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","19022","47197","7"
"537","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","18550","23795","8"
"538","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","4293","23795","9"
"539","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","614","23795","10"
"540","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","338","23795","11"
"541","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","13251","19022","12"
"542","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","5010","19022","13"
"543","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","531","19022","14"
"544","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","230","19022","15"
"545","CD4+CD38-DR-","38-DR-","CD4+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","13623","23795","16"
"546","CD4+CD38+DR-","38+DR-","CD4+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","8982","23795","17"
"547","CD4+CD38-DR+","38-DR+","CD4+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","892","23795","18"
"548","CD4+CD38+DR+","38+DR+","CD4+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","298","23795","19"
"549","CD8+CD38-DR-","38-DR-","CD8+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","17646","19022","20"
"550","CD8+CD38+DR-","38+DR-","CD8+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","228","19022","21"
"551","CD8+CD38-DR+","38-DR+","CD8+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","1041","19022","22"
"552","CD8+CD38+DR+","38+DR+","CD8+","TH 22013_1349_003.fcs","UCLA","TH 22013_1349_003","3","107","19022","23"
"553","","All cells","","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","126434","","1"
"554","","Lymphocytes","All cells","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","62277","126434","2"
"555","","Singlets","Lymphocytes","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","60520","62277","3"
"556","","Live","Singlets","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","57494","60520","4"
"557","CD3+","CD3+","Live","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","42806","57494","5"
"558","CD4+CD8-","CD4+","CD3+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","28075","42806","6"
"559","CD4-CD8+","CD8+","CD3+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","8959","42806","7"
"560","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","21649","28075","8"
"561","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","5303","28075","9"
"562","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","735","28075","10"
"563","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","388","28075","11"
"564","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","6987","8959","12"
"565","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","1613","8959","13"
"566","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","297","8959","14"
"567","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","62","8959","15"
"568","CD4+CD38-DR-","38-DR-","CD4+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","12895","28075","16"
"569","CD4+CD38+DR-","38+DR-","CD4+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","13776","28075","17"
"570","CD4+CD38-DR+","38-DR+","CD4+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","582","28075","18"
"571","CD4+CD38+DR+","38+DR+","CD4+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","822","28075","19"
"572","CD8+CD38-DR-","38-DR-","CD8+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","7894","8959","20"
"573","CD8+CD38+DR-","38+DR-","CD8+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","695","8959","21"
"574","CD8+CD38-DR+","38-DR+","CD8+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","247","8959","22"
"575","CD8+CD38+DR+","38+DR+","CD8+","TH 22013_1369_001.fcs","UCLA","TH 22013_1369_001","1","123","8959","23"
"576","","All cells","","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","128095","","1"
"577","","Lymphocytes","All cells","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","64195","128095","2"
"578","","Singlets","Lymphocytes","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","62136","64195","3"
"579","","Live","Singlets","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","59029","62136","4"
"580","CD3+","CD3+","Live","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","43898","59029","5"
"581","CD4+CD8-","CD4+","CD3+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","28658","43898","6"
"582","CD4-CD8+","CD8+","CD3+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","9060","43898","7"
"583","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","21985","28658","8"
"584","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","5526","28658","9"
"585","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","738","28658","10"
"586","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","409","28658","11"
"587","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","7222","9060","12"
"588","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","1475","9060","13"
"589","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","294","9060","14"
"590","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","69","9060","15"
"591","CD4+CD38-DR-","38-DR-","CD4+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","13629","28658","16"
"592","CD4+CD38+DR-","38+DR-","CD4+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","13596","28658","17"
"593","CD4+CD38-DR+","38-DR+","CD4+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","596","28658","18"
"594","CD4+CD38+DR+","38+DR+","CD4+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","837","28658","19"
"595","CD8+CD38-DR-","38-DR-","CD8+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","8017","9060","20"
"596","CD8+CD38+DR-","38+DR-","CD8+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","731","9060","21"
"597","CD8+CD38-DR+","38-DR+","CD8+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","209","9060","22"
"598","CD8+CD38+DR+","38+DR+","CD8+","TH 22013_1369_002.fcs","UCLA","TH 22013_1369_002","2","103","9060","23"
"599","","All cells","","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","124922","","1"
"600","","Lymphocytes","All cells","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","64215","124922","2"
"601","","Singlets","Lymphocytes","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","62451","64215","3"
"602","","Live","Singlets","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","59328","62451","4"
"603","CD3+","CD3+","Live","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","44122","59328","5"
"604","CD4+CD8-","CD4+","CD3+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","29390","44122","6"
"605","CD4-CD8+","CD8+","CD3+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","8736","44122","7"
"606","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","22686","29390","8"
"607","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","5528","29390","9"
"608","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","740","29390","10"
"609","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","436","29390","11"
"610","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","7066","8736","12"
"611","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","1320","8736","13"
"612","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","292","8736","14"
"613","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","58","8736","15"
"614","CD4+CD38-DR-","38-DR-","CD4+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","13629","29390","16"
"615","CD4+CD38+DR-","38+DR-","CD4+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","14291","29390","17"
"616","CD4+CD38-DR+","38-DR+","CD4+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","535","29390","18"
"617","CD4+CD38+DR+","38+DR+","CD4+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","935","29390","19"
"618","CD8+CD38-DR-","38-DR-","CD8+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","7603","8736","20"
"619","CD8+CD38+DR-","38+DR-","CD8+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","754","8736","21"
"620","CD8+CD38-DR+","38-DR+","CD8+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","259","8736","22"
"621","CD8+CD38+DR+","38+DR+","CD8+","TH 22013_1369_003.fcs","UCLA","TH 22013_1369_003","3","120","8736","23"
"622","","All cells","","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","125808","","1"
"623","","Lymphocytes","All cells","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","34142","125808","2"
"624","","Singlets","Lymphocytes","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","No FSC-H/W channel","34142","3"
"625","","Live","Singlets","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","32434","34142","4"
"626","CD3+","CD3+","Live","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","20573","32434","5"
"627","CD4+CD8-","CD4+","CD3+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","9612","20573","6"
"628","CD4-CD8+","CD8+","CD3+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","9825","20573","7"
"629","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","8611","9612","8"
"630","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","616","9612","9"
"631","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","363","9612","10"
"632","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","22","9612","11"
"633","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","8209","9825","12"
"634","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","1223","9825","13"
"635","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","359","9825","14"
"636","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","34","9825","15"
"637","CD4+CD38-DR-","38-DR-","CD4+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","5188","9612","16"
"638","CD4+CD38+DR-","38+DR-","CD4+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","3943","9612","17"
"639","CD4+CD38-DR+","38-DR+","CD4+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","363","9612","18"
"640","CD4+CD38+DR+","38+DR+","CD4+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","118","9612","19"
"641","CD8+CD38-DR-","38-DR-","CD8+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","9225","9825","20"
"642","CD8+CD38+DR-","38+DR-","CD8+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","369","9825","21"
"643","CD8+CD38-DR+","38-DR+","CD8+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","184","9825","22"
"644","CD8+CD38+DR+","38+DR+","CD8+","12828_1_E1_E01.fcs","Yale","12828_1_E1_E01","1","47","9825","23"
"645","","All cells","","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","128584","","1"
"646","","Lymphocytes","All cells","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","36776","128584","2"
"647","","Singlets","Lymphocytes","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","No FSC-H/W channel","36776","3"
"648","","Live","Singlets","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","34937","36776","4"
"649","CD3+","CD3+","Live","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","22039","34937","5"
"650","CD4+CD8-","CD4+","CD3+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","10205","22039","6"
"651","CD4-CD8+","CD8+","CD3+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","10576","22039","7"
"652","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","9107","10205","8"
"653","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","689","10205","9"
"654","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","386","10205","10"
"655","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","23","10205","11"
"656","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","8847","10576","12"
"657","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","1305","10576","13"
"658","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","389","10576","14"
"659","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","34","10576","15"
"660","CD4+CD38-DR-","38-DR-","CD4+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","5666","10205","16"
"661","CD4+CD38+DR-","38+DR-","CD4+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","4028","10205","17"
"662","CD4+CD38-DR+","38-DR+","CD4+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","378","10205","18"
"663","CD4+CD38+DR+","38+DR+","CD4+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","133","10205","19"
"664","CD8+CD38-DR-","38-DR-","CD8+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","9351","10576","20"
"665","CD8+CD38+DR-","38+DR-","CD8+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","1009","10576","21"
"666","CD8+CD38-DR+","38-DR+","CD8+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","140","10576","22"
"667","CD8+CD38+DR+","38+DR+","CD8+","12828_2_E2_E02.fcs","Yale","12828_2_E2_E02","2","76","10576","23"
"668","","All cells","","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","134082","","1"
"669","","Lymphocytes","All cells","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","35372","134082","2"
"670","","Singlets","Lymphocytes","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","No FSC-H/W channel","35372","3"
"671","","Live","Singlets","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","33603","35372","4"
"672","CD3+","CD3+","Live","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","21674","33603","5"
"673","CD4+CD8-","CD4+","CD3+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","10271","21674","6"
"674","CD4-CD8+","CD8+","CD3+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","10172","21674","7"
"675","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","9231","10271","8"
"676","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","629","10271","9"
"677","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","392","10271","10"
"678","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","19","10271","11"
"679","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","8604","10172","12"
"680","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","1161","10172","13"
"681","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","375","10172","14"
"682","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","32","10172","15"
"683","CD4+CD38-DR-","38-DR-","CD4+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","5597","10271","16"
"684","CD4+CD38+DR-","38+DR-","CD4+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","4160","10271","17"
"685","CD4+CD38-DR+","38-DR+","CD4+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","380","10271","18"
"686","CD4+CD38+DR+","38+DR+","CD4+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","134","10271","19"
"687","CD8+CD38-DR-","38-DR-","CD8+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","9011","10172","20"
"688","CD8+CD38+DR-","38+DR-","CD8+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","924","10172","21"
"689","CD8+CD38-DR+","38-DR+","CD8+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","157","10172","22"
"690","CD8+CD38+DR+","38+DR+","CD8+","12828_3_E3_E03.fcs","Yale","12828_3_E3_E03","3","80","10172","23"
"691","","All cells","","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","53389","","1"
"692","","Lymphocytes","All cells","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","17278","53389","2"
"693","","Singlets","Lymphocytes","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","No FSC-H/W channel","17278","3"
"694","","Live","Singlets","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","16414","17278","4"
"695","CD3+","CD3+","Live","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","11852","16414","5"
"696","CD4+CD8-","CD4+","CD3+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","6121","11852","6"
"697","CD4-CD8+","CD8+","CD3+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","4586","11852","7"
"698","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","5651","6121","8"
"699","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","225","6121","9"
"700","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","236","6121","10"
"701","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","9","6121","11"
"702","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","3791","4586","12"
"703","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","611","4586","13"
"704","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","162","4586","14"
"705","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","22","4586","15"
"706","CD4+CD38-DR-","38-DR-","CD4+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","3964","6121","16"
"707","CD4+CD38+DR-","38+DR-","CD4+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","1985","6121","17"
"708","CD4+CD38-DR+","38-DR+","CD4+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","122","6121","18"
"709","CD4+CD38+DR+","38+DR+","CD4+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","50","6121","19"
"710","CD8+CD38-DR-","38-DR-","CD8+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","3954","4586","20"
"711","CD8+CD38+DR-","38+DR-","CD8+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","473","4586","21"
"712","CD8+CD38-DR+","38-DR+","CD8+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","93","4586","22"
"713","CD8+CD38+DR+","38+DR+","CD8+","1349_1_E4_E04.fcs","Yale","1349_1_E4_E04","1","66","4586","23"
"714","","All cells","","1349_2_E5_E05.fcs","Yale","1349_2_E5_E05","2","64458","","1"
"715","","Lymphocytes","All cells","1349_2_E5_E05.fcs","Yale","1349_2_E5_E05","2","21471","64458","2"
"716","","Singlets","Lymphocytes","1349_2_E5_E05.fcs","Yale","1349_2_E5_E05","2","No FSC-H/W channel","21471","3"
"717","","Live","Singlets","1349_2_E5_E05.fcs","Yale","1349_2_E5_E05","2","20397","21471","4"
"718","CD3+","CD3+","Live","1349_2_E5_E05.fcs","Yale","1349_2_E5_E05","2","14742","20397","5"
"719","CD4+CD8-","CD4+","CD3+","1349_2_E5_E05.fcs","Yale","1349_2_E5_E05","2","7787","14742","6"
"720","CD4-CD8+","CD8+","CD3+","1349_2_E5_E05.fcs","Yale","1349_2_E5_E05","2","5504","14742","7"
