"","Phenotype","Population","Parent population","Filename","Center","Sample","Replicate","Cell count","Parent Cell count","Population #"
"628","CD4-CD8+","CD8+","CD3+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","9922","20913","7"
"629","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","2174","9847","8"
"630","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","3789","9847","9"
"631","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","1112","9847","10"
"632","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","2772","9847","11"
"633","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","2132","9922","12"
"634","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","176","9922","13"
"635","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","5798","9922","14"
"636","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","1816","9922","15"
"637","CD4+CD38-DR-","38-DR-","CD4+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","4822","9847","16"
"638","CD4+CD38+DR-","38+DR-","CD4+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","4040","9847","17"
"639","CD4+CD38-DR+","38-DR+","CD4+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","666","9847","18"
"640","CD4+CD38+DR+","38+DR+","CD4+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","319","9847","19"
"641","CD8+CD38-DR-","38-DR-","CD8+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","8541","9922","20"
"642","CD8+CD38+DR-","38+DR-","CD8+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","884","9922","21"
"643","CD8+CD38-DR+","38-DR+","CD8+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","388","9922","22"
"644","CD8+CD38+DR+","38+DR+","CD8+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","109","9922","23"
"645","","All cells","","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","120567","","1"
"646","","Lymphocytes","All cells","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","33984","120567","2"
"647","","Singlets","Lymphocytes","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","No FSC-H/W channel","33984","3"
"648","","Live","Singlets","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","32284","33984","4"
"649","CD3+","CD3+","Live","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","20745","32284","5"
"650","CD4+CD8-","CD4+","CD3+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","9881","20745","6"
"651","CD4-CD8+","CD8+","CD3+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","9749","20745","7"
"652","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","2702","9881","8"
"653","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","3095","9881","9"
"654","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","85","9881","10"
"655","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","3999","9881","11"
"656","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","2075","9749","12"
"657","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","200","9749","13"
"658","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","3675","9749","14"
"659","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","3799","9749","15"
"660","CD4+CD38-DR-","38-DR-","CD4+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","5065","9881","16"
"661","CD4+CD38+DR-","38+DR-","CD4+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","3827","9881","17"
"662","CD4+CD38-DR+","38-DR+","CD4+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","694","9881","18"
"663","CD4+CD38+DR+","38+DR+","CD4+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","294","9881","19"
"664","CD8+CD38-DR-","38-DR-","CD8+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","8371","9749","20"
"665","CD8+CD38+DR-","38+DR-","CD8+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","890","9749","21"
"666","CD8+CD38-DR+","38-DR+","CD8+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","403","9749","22"
"667","CD8+CD38+DR+","38+DR+","CD8+","12828_2_A2_A02.fcs","Yale","12828_2_A2_A02","2","85","9749","23"
"668","","All cells","","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","125853","","1"
"669","","Lymphocytes","All cells","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","34554","125853","2"
"670","","Singlets","Lymphocytes","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","No FSC-H/W channel","34554","3"
"671","","Live","Singlets","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","32826","34554","4"
"672","CD3+","CD3+","Live","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","21329","32826","5"
"673","CD4+CD8-","CD4+","CD3+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","9977","21329","6"
"674","CD4-CD8+","CD8+","CD3+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","10208","21329","7"
"675","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","2694","9977","8"
"676","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","3166","9977","9"
"677","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","75","9977","10"
"678","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","4042","9977","11"
"679","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","2001","10208","12"
"680","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","221","10208","13"
"681","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","4220","10208","14"
"682","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","3766","10208","15"
"683","CD4+CD38-DR-","38-DR-","CD4+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","5211","9977","16"
"684","CD4+CD38+DR-","38+DR-","CD4+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","3768","9977","17"
"685","CD4+CD38-DR+","38-DR+","CD4+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","709","9977","18"
"686","CD4+CD38+DR+","38+DR+","CD4+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","289","9977","19"
"687","CD8+CD38-DR-","38-DR-","CD8+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","8781","10208","20"
"688","CD8+CD38+DR-","38+DR-","CD8+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","916","10208","21"
"689","CD8+CD38-DR+","38-DR+","CD8+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","406","10208","22"
"690","CD8+CD38+DR+","38+DR+","CD8+","12828_3_A3_A03.fcs","Yale","12828_3_A3_A03","3","105","10208","23"
"691","","All cells","","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","67239","","1"
"692","","Lymphocytes","All cells","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","25385","67239","2"
"693","","Singlets","Lymphocytes","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","No FSC-H/W channel","25385","3"
"694","","Live","Singlets","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","24115","25385","4"
"695","CD3+","CD3+","Live","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","18276","24115","5"
"696","CD4+CD8-","CD4+","CD3+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","9675","18276","6"
"697","CD4-CD8+","CD8+","CD3+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","6820","18276","7"
"698","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","4616","9675","8"
"699","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","2311","9675","9"
"700","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","289","9675","10"
"701","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","2459","9675","11"
"702","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","2038","6820","12"
"703","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","140","6820","13"
"704","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","1338","6820","14"
"705","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","3304","6820","15"
"706","CD4+CD38-DR-","38-DR-","CD4+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","6489","9675","16"
"707","CD4+CD38+DR-","38+DR-","CD4+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","2218","9675","17"
"708","CD4+CD38-DR+","38-DR+","CD4+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","773","9675","18"
"709","CD4+CD38+DR+","38+DR+","CD4+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","195","9675","19"
"710","CD8+CD38-DR-","38-DR-","CD8+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","5905","6820","20"
"711","CD8+CD38+DR-","38+DR-","CD8+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","574","6820","21"
"712","CD8+CD38-DR+","38-DR+","CD8+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","233","6820","22"
"713","CD8+CD38+DR+","38+DR+","CD8+","1349_1_A4_A04.fcs","Yale","1349_1_A4_A04","1","108","6820","23"
"714","","All cells","","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","70092","","1"
"715","","Lymphocytes","All cells","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","27089","70092","2"
"716","","Singlets","Lymphocytes","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","No FSC-H/W channel","27089","3"
"717","","Live","Singlets","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","25734","27089","4"
"718","CD3+","CD3+","Live","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","19407","25734","5"
"719","CD4+CD8-","CD4+","CD3+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","10482","19407","6"
"720","CD4-CD8+","CD8+","CD3+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","6953","19407","7"
"721","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","5091","10482","8"
"722","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","2430","10482","9"
"723","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","396","10482","10"
"724","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","2565","10482","11"
"725","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","2023","6953","12"
"726","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","159","6953","13"
"727","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","1460","6953","14"
"728","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","3311","6953","15"
"729","CD4+CD38-DR-","38-DR-","CD4+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","7074","10482","16"
"730","CD4+CD38+DR-","38+DR-","CD4+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","2359","10482","17"
"731","CD4+CD38-DR+","38-DR+","CD4+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","862","10482","18"
"732","CD4+CD38+DR+","38+DR+","CD4+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","187","10482","19"
"733","CD8+CD38-DR-","38-DR-","CD8+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","6021","6953","20"
"734","CD8+CD38+DR-","38+DR-","CD8+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","584","6953","21"
"735","CD8+CD38-DR+","38-DR+","CD8+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","236","6953","22"
"736","CD8+CD38+DR+","38+DR+","CD8+","1349_2_A5_A05.fcs","Yale","1349_2_A5_A05","2","112","6953","23"
"737","","All cells","","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","56735","","1"
"738","","Lymphocytes","All cells","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","21970","56735","2"
"739","","Singlets","Lymphocytes","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","No FSC-H/W channel","21970","3"
"740","","Live","Singlets","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","20871","21970","4"
"741","CD3+","CD3+","Live","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","15729","20871","5"
"742","CD4+CD8-","CD4+","CD3+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","8207","15729","6"
"743","CD4-CD8+","CD8+","CD3+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","6030","15729","7"
"744","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","3842","8207","8"
"745","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","2045","8207","9"
"746","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","251","8207","10"
"747","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","2069","8207","11"
"748","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","1783","6030","12"
"749","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","136","6030","13"
"750","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","1083","6030","14"
"751","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","3028","6030","15"
"752","CD4+CD38-DR-","38-DR-","CD4+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","5848","8207","16"
"753","CD4+CD38+DR-","38+DR-","CD4+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","1538","8207","17"
"754","CD4+CD38-DR+","38-DR+","CD4+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","693","8207","18"
"755","CD4+CD38+DR+","38+DR+","CD4+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","128","8207","19"
"756","CD8+CD38-DR-","38-DR-","CD8+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","5213","6030","20"
"757","CD8+CD38+DR-","38+DR-","CD8+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","515","6030","21"
"758","CD8+CD38-DR+","38-DR+","CD8+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","214","6030","22"
"759","CD8+CD38+DR+","38+DR+","CD8+","1349_3_A6_A06.fcs","Yale","1349_3_A6_A06","3","88","6030","23"
"760","","All cells","","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","61540","","1"
"761","","Lymphocytes","All cells","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","26741","61540","2"
"762","","Singlets","Lymphocytes","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","No FSC-H/W channel","26741","3"
"763","","Live","Singlets","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","25403","26741","4"
"764","CD3+","CD3+","Live","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","19274","25403","5"
"765","CD4+CD8-","CD4+","CD3+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","12881","19274","6"
"766","CD4-CD8+","CD8+","CD3+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","4086","19274","7"
"767","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","2434","12881","8"
"768","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","3824","12881","9"
"769","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","67","12881","10"
"770","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","6556","12881","11"
"771","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","1339","4086","12"
"772","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","173","4086","13"
"773","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","386","4086","14"
"774","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","2188","4086","15"
"775","CD4+CD38-DR-","38-DR-","CD4+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","5483","12881","16"
"776","CD4+CD38+DR-","38+DR-","CD4+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","6109","12881","17"
"777","CD4+CD38-DR+","38-DR+","CD4+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","674","12881","18"
"778","CD4+CD38+DR+","38+DR+","CD4+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","614","12881","19"
"779","CD8+CD38-DR-","38-DR-","CD8+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","3510","4086","20"
"780","CD8+CD38+DR-","38+DR-","CD8+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","371","4086","21"
"781","CD8+CD38-DR+","38-DR+","CD8+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","167","4086","22"
"782","CD8+CD38+DR+","38+DR+","CD8+","1369_1_A7_A07.fcs","Yale","1369_1_A7_A07","1","38","4086","23"
"783","","All cells","","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","54348","","1"
"784","","Lymphocytes","All cells","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","23387","54348","2"
"785","","Singlets","Lymphocytes","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","No FSC-H/W channel","23387","3"
"786","","Live","Singlets","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","22217","23387","4"
"787","CD3+","CD3+","Live","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","16653","22217","5"
"788","CD4+CD8-","CD4+","CD3+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","11162","16653","6"
"789","CD4-CD8+","CD8+","CD3+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","3444","16653","7"
"790","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","2068","11162","8"
"791","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","3343","11162","9"
"792","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","50","11162","10"
"793","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","5701","11162","11"
"794","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","1115","3444","12"
"795","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","209","3444","13"
"796","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","286","3444","14"
"797","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","1834","3444","15"
"798","CD4+CD38-DR-","38-DR-","CD4+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","4350","11162","16"
"799","CD4+CD38+DR-","38+DR-","CD4+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","5695","11162","17"
"800","CD4+CD38-DR+","38-DR+","CD4+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","538","11162","18"
"801","CD4+CD38+DR+","38+DR+","CD4+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","579","11162","19"
"802","CD8+CD38-DR-","38-DR-","CD8+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","2956","3444","20"
"803","CD8+CD38+DR-","38+DR-","CD8+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","315","3444","21"
"804","CD8+CD38-DR+","38-DR+","CD8+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","143","3444","22"
"805","CD8+CD38+DR+","38+DR+","CD8+","1369_2_A8_A08.fcs","Yale","1369_2_A8_A08","2","30","3444","23"
"806","","All cells","","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","51603","","1"
"807","","Lymphocytes","All cells","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","23300","51603","2"
"808","","Singlets","Lymphocytes","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","No FSC-H/W channel","23300","3"
"809","","Live","Singlets","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","22135","23300","4"
"810","CD3+","CD3+","Live","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","16600","22135","5"
"811","CD4+CD8-","CD4+","CD3+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","11247","16600","6"
"812","CD4-CD8+","CD8+","CD3+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","3299","16600","7"
"813","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","2113","11247","8"
"814","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","3407","11247","9"
"815","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","45","11247","10"
"816","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","5682","11247","11"
"817","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","1014","3299","12"
"818","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","152","3299","13"
"819","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","238","3299","14"
"820","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","1895","3299","15"
"821","CD4+CD38-DR-","38-DR-","CD4+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","4675","11247","16"
"822","CD4+CD38+DR-","38+DR-","CD4+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","5447","11247","17"
"823","CD4+CD38-DR+","38-DR+","CD4+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","588","11247","18"
"824","CD4+CD38+DR+","38+DR+","CD4+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","537","11247","19"
"825","CD8+CD38-DR-","38-DR-","CD8+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","2842","3299","20"
"826","CD8+CD38+DR-","38+DR-","CD8+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","292","3299","21"
"827","CD8+CD38-DR+","38-DR+","CD8+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","127","3299","22"
"828","CD8+CD38+DR+","38+DR+","CD8+","1369_3_A9_A09.fcs","Yale","1369_3_A9_A09","3","38","3299","23"
"829","","All cells","","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","76427","","1"
"830","","Lymphocytes","All cells","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","44958","76427","2"
"831","","Singlets","Lymphocytes","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","42889","44958","3"
"832","","Live","Singlets","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","40744","42889","4"
"833","CD3+","CD3+","Live","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","26177","40744","5"
